bee_id,group,trial,choice,block
32,RL,24,0,30
32,RL,25,1,30
32,RL,26,0,30
32,RL,27,0,30
32,RL,28,1,30
32,RL,29,1,30
32,RL,30,1,30
32,RL,31,1,40
32,RL,32,1,40
32,RL,33,0,40
32,RL,34,1,40
32,RL,35,1,40
32,RL,36,0,40
32,RL,37,1,40
32,RL,38,1,40
32,RL,39,0,40
32,RL,40,0,40
33,LR,1,1,10
33,LR,2,0,10
33,LR,3,0,10
33,LR,4,1,10
33,LR,5,0,10
33,LR,6,0,10
33,LR,7,1,10
33,LR,8,0,10
33,LR,9,1,10
33,LR,10,1,10
33,LR,11,1,20
33,LR,12,0,20
33,LR,13,1,20
33,LR,14,0,20
33,LR,15,1,20
33,LR,16,0,20
33,LR,17,1,20
33,LR,18,1,20
33,LR,19,1,20
33,LR,20,0,20
33,LR,21,1,30
33,LR,22,0,30
33,LR,23,0,30
33,LR,24,1,30
33,LR,25,1,30
33,LR,26,1,30
33,LR,27,1,30
33,LR,28,0,30
33,LR,29,0,30
33,LR,30,1,30
33,LR,31,1,40
33,LR,32,1,40
33,LR,33,1,40
33,LR,34,0,40
33,LR,35,0,40
33,LR,36,0,40
33,LR,37,1,40
33,LR,38,1,40
33,LR,39,0,40
33,LR,40,0,40
34,RL,1,0,10
34,RL,2,0,10
34,RL,3,1,10
34,RL,4,1,10
34,RL,5,1,10
34,RL,6,0,10
34,RL,7,0,10
34,RL,8,1,10
34,RL,9,1,10
34,RL,10,0,10
34,RL,11,1,20
34,RL,12,1,20
34,RL,13,1,20
34,RL,14,0,20
34,RL,15,1,20
34,RL,16,0,20
34,RL,17,1,20
34,RL,18,1,20
34,RL,19,0,20
34,RL,20,0,20
34,RL,21,1,30
34,RL,22,0,30
34,RL,23,1,30
34,RL,24,0,30
34,RL,25,1,30
34,RL,26,0,30
34,RL,27,0,30
34,RL,28,1,30
34,RL,29,0,30
34,RL,30,0,30
34,RL,31,0,40
34,RL,32,1,40
34,RL,33,1,40
34,RL,34,1,40
34,RL,35,1,40
34,RL,36,1,40
34,RL,37,1,40
34,RL,38,1,40
34,RL,39,1,40
34,RL,40,1,40
